Player,ShotType,Hit
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,1
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Two,0
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,1
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Irving,Three,0
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,1
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
Frye,Two,0
